3.426177245115401802e-03,1.181440429350138488e-01,3.505391275940566400e+17,2.930693104277372928e+19,6.321702174473309732e+00,9.976731908857686904e+02,7.929489670729274167e+02,1.347273116503005641e+23,1.337119489684445231e-03,5.204763549138806637e+21,3.497234899570760745e+20
3.972263394982251949e-03,1.369745998269741860e-01,3.871880268571731840e+17,2.886080726833901978e+19,6.463820050134750694e+00,1.107866975963051573e+03,9.234453077630100779e+02,1.558892470711641409e+23,1.524926201282705363e-03,5.125534210652526084e+21,4.289528284433572823e+20
4.537671633275519763e-03,1.564714356301903364e-01,4.265412973633864960e+17,2.832591729483247206e+19,6.630044261231315517e+00,1.228360772237591164e+03,1.079919759322344134e+03,1.806030113325994224e+23,1.742003044323037859e-03,5.030540441675369546e+21,5.239465974205134275e+20
5.116660861381414419e-03,1.764365814269453214e-01,4.681399519189960960e+17,2.769192914625643725e+19,6.819197726370370027e+00,1.359720957910228663e+03,1.265279210112922328e+03,2.088056865344882894e+23,1.990071492589016392e-03,4.917947335236537811e+21,6.365397038593457521e+20
5.704477872187590712e-03,1.967061335237100250e-01,5.113873608788236160e+17,2.694950629177882214e+19,7.031113752721525501e+00,1.502560148055911895e+03,1.482566158847136649e+03,2.402559423748814385e+23,2.270666130462676863e-03,4.786096770419875906e+21,7.683902686760072643e+20
6.297891619306161815e-03,2.171686765277986708e-01,5.555978484979698560e+17,2.609009763091122586e+19,7.266837189147389964e+00,1.657704267210511489e+03,1.735197659572513885e+03,2.745284016889061033e+23,2.585445562278685001e-03,4.633470114787818996e+21,9.210169243080639119e+20
6.893750877256945610e-03,2.377155474916188005e-01,5.999055141490320640e+17,2.510843597242978304e+19,7.528084384749177183e+00,1.825879361983244507e+03,2.026418476455070504e+03,3.109018360996179256e+23,2.935527121198168096e-03,4.459131941671218446e+21,1.095355097424664986e+21
7.491034946251447571e-03,2.583115498707395652e-01,6.434352845382775040e+17,2.399982302236859597e+19,7.818157339758400326e+00,2.008343671004307907e+03,2.360297879824851861e+03,3.484561409767166307e+23,3.322742025815849948e-03,4.262247857692577104e+21,1.292239181403305542e+21
8.089188814336352451e-03,2.789375453219432033e-01,6.851950925703015680e+17,2.276281318622682317e+19,8.141426200096328003e+00,2.206562660694123224e+03,2.741151212924617994e+03,3.859569350115571354e+23,3.748939977952017721e-03,4.042561132539403043e+21,1.511925906556480651e+21
8.688394015000306878e-03,2.995997936207002166e-01,7.241110116532838400e+17,2.139931509420750029e+19,8.503591785464118757e+00,2.422385907037939887e+03,3.173727252677924298e+03,4.218560006129166047e+23,4.216289961316816749e-03,3.800410729335982916e+21,1.754076309759900254e+21
9.288914414688686713e-03,3.203073936099546937e-01,7.590057703436512000e+17,1.991676570310384845e+19,8.911426812206626025e+00,2.657910787659888229e+03,3.662733012467840581e+03,4.542577044930406866e+23,4.726898243561306751e-03,3.537117414203389379e+21,2.017369624892494316e+21
9.893256374718110285e-03,3.411467715420037905e-01,7.887397360562609920e+17,1.832337923967193498e+19,9.374477727788899983e+00,2.916484286818170858e+03,4.214685421423226217e+03,4.810620161526587531e+23,5.284865000319951232e-03,3.254139992498686657e+21,2.300347046597196775e+21
1.050288436002848672e-02,3.621684262078788130e-01,8.120453363988701440e+17,1.663707653446009446e+19,9.903004633012443492e+00,3.201577312214735230e+03,4.835303923544177451e+03,4.998650993177167240e+23,5.893681916724387813e-03,2.954661113591477830e+21,2.599825925504405340e+21
1.112031666346075323e-02,3.834591952917500990e-01,8.276988532007494400e+17,1.488127063549231104e+19,1.050934717501147553e+01,3.517762783874088655e+03,5.531312588843255980e+03,5.082439051825840401e+23,6.558140655908701981e-03,2.642838817051024294e+21,2.911648222044858876e+21
1.174836577341474737e-02,4.051160611522326427e-01,8.345576537863800320e+17,1.308742252478720410e+19,1.120702115170223934e+01,3.870585344696986340e+03,6.310219032565981252e+03,5.040179327970901072e+23,7.283778693594778267e-03,2.324260415045619155e+21,3.230226624050263753e+21
1.238989994488616866e-02,4.272379291340057672e-01,8.316845722202389760e+17,1.129558099221588173e+19,1.200938730441394497e+01,4.266579886649452419e+03,7.181067936694695163e+03,4.857067519228085325e+23,8.076606707420250914e-03,2.006038371224357700e+21,3.548448667871525470e+21
1.304608088200957111e-02,4.498648580003299924e-01,8.185675629918344960e+17,9.557063699442063360e+18,1.292495990079755330e+01,4.712134671950484517e+03,8.153946410331696825e+03,4.531937226505795781e+23,8.940599846068209011e-03,1.697286444188047507e+21,3.857200594907835662e+21
1.371496564820439031e-02,4.729298499380824028e-01,7.954718928152811520e+17,7.931396439921110016e+18,1.395060178431550035e+01,5.211888642555823935e+03,9.240201946616349232e+03,4.084267371577473227e+23,9.874795575097735506e-03,1.408576115459535405e+21,4.145910923636347765e+21
1.439365783847666724e-02,4.963330289129885275e-01,7.635833938643485440e+17,6.470313561308135424e+18,1.506919493245528052e+01,5.769365768714707883e+03,1.045825777257534719e+04,3.553536654704100445e+23,1.087509932869672180e-02,1.149095144975910306e+21,4.405391894119972864e+21
1.508035156797436944e-02,5.200121230335988942e-01,7.247710173185274880e+17,5.205303363901348864e+18,1.624986302656549242e+01,6.388295381528089820e+03,1.183926889715772631e+04,2.989331116309710656e+23,1.193701329078736967e-02,9.244356964945183375e+20,4.630051342601364177e+21
1.577723039105907721e-02,5.440424272778991988e-01,6.810380923465415680e+17,4.141994079442906112e+18,1.745349679736424520e+01,7.075800572076047501e+03,1.343430322553199039e+04,2.437068625696066822e+23,1.306070558978265038e-02,7.355973156646441452e+20,4.818889723431239025e+21
1.648939347023029023e-02,5.685997748355272607e-01,6.342125429986487040e+17,3.268648407382757376e+18,1.863498513455365213e+01,7.842783270470870775e+03,1.531426914235555887e+04,1.930681435841871898e+23,1.425022597629196745e-02,5.804955169432934154e+20,4.973991522152589820e+21
1.722363014475561394e-02,5.939182808536418445e-01,5.858467919470737920e+17,2.564407806509065728e+18,1.974841008247102891e+01,8.703745041986696378e+03,1.756875039791383824e+04,1.490820840062642385e+23,1.551159689834289215e-02,4.554259283227275428e+20,5.099061110773155627e+21
1.798810674852237626e-02,6.202795430524956632e-01,5.371865182300727680e+17,2.004541895278808064e+18,2.075577387458348255e+01,9.677254183141953035e+03,2.030728945174847468e+04,1.125781993974248652e+23,1.685162143835747944e-02,3.559965584264506900e+20,5.198490480669432480e+21
1.879287100642615047e-02,6.480300347043499443e-01,4.891553409740072960e+17,1.563783650060928000e+18,2.163421118364461293e+01,1.078750753829347923e+04,2.366515393824682906e+04,8.340182262696714751e+22,1.827741154800626572e-02,2.777201109422623949e+20,5.276766928153620775e+21
1.965058513174367319e-02,6.776063838532301320e-01,4.423804172141978240e+17,1.218705961814750208e+18,2.237704744128369683e+01,1.206665300325934913e+04,2.781317176339126672e+04,6.076976275945029003e+22,1.979534495414563694e-02,2.164360491350590423e+20,5.338050989960824095e+21
2.057710989841362442e-02,7.095555137384007560e-01,3.972693774064504960e+17,9.491638279319228160e+17,2.298961074438053842e+01,1.355735081418387563e+04,3.296873946181742940e+04,4.362273175997499048e+22,2.140801497098956604e-02,1.685667218642205409e+20,5.385920317231662629e+21
2.159209238972202224e-02,7.445549099904145152e-01,3.541046376353054720e+17,7.387207767383088640e+17,2.348383613257210101e+01,1.531551233240552392e+04,3.940357231052450516e+04,3.087708144718308390e+22,2.310822478885692782e-02,1.311930944303734292e+20,5.423293944665509724e+21
2.272000897606880551e-02,7.834485853816829382e-01,3.131172967077923200e+17,5.743491018108544000e+17,2.387430880402480682e+01,1.741355582948351002e+04,4.744068609367531462e+04,2.155700480665369497e+22,2.486893218356609619e-02,1.020015116977879122e+20,5.452485527398095258e+21
2.399213805252680895e-02,8.273151052595451027e-01,2.745293831324448960e+17,4.458352186514384000e+17,2.417608063897673887e+01,1.994434578984153995e+04,5.742323351184868079e+04,1.484239034825615973e+22,2.662676971996256678e-02,7.917809243051052237e+19,5.475308946665372647e+21
2.545021996602531145e-02,8.775937919319072300e-01,2.385689661506307520e+17,3.451680558578088320e+17,2.440363027059700940e+01,2.302557208965316022e+04,6.961543698945268989e+04,1.007188408761431202e+22,2.825482565266234508e-02,6.130011064051014861e+19,5.493186928455373029e+21
2.715380585737122224e-02,9.363381330128006663e-01,2.054614812575819520e+17,2.660065461228563840e+17,2.457033333518844032e+01,2.680427290176154929e+04,8.395080902645747119e+04,6.726364562513215881e+21,2.951758089665227833e-02,4.724142466749117235e+19,5.507245614428391997e+21
2.900000000000000147e-02,1.000000000000000000e+00,1.779665761628133760e+17,2.042887041342450880e+17,2.947769696760398972e+01,3.100698182616673876e+04,9.803868207214052381e+04,5.225051896553978986e+21,2.999999999999999889e-02,3.628064635040982630e+19,5.518206392745473343e+21
